"Id","SalePrice"
1461,126061.571883815
1462,156343.838464324
1463,188825.927694568
1464,182256.312730649
1465,185843.280675363
1466,202381.911886248
1467,175710.859637954
1468,176752.413741791
1469,179413.88568478
1470,117596.633368701
1471,189106.521208112
1472,97770.1945936667
1473,91911.4206683973
1474,142110.506065629
1475,115189.786672983
1476,352622.746067867
1477,255928.108174544
1478,272417.287767774
1479,322232.669865243
1480,405972.438377013
1481,296477.849995743
1482,207063.295699102
1483,200726.5185524
1484,174948.325187094
1485,184042.29881355
1486,202769.270397772
1487,278869.140621772
1488,247098.912944282
1489,202696.474005545
1490,236989.090017348
1491,194145.949043832
1492,110157.601367503
1493,193707.391318839
1494,279839.663163259
1495,231878.289164678
1496,224989.504989446
1497,169847.5839108
1498,152903.686470049
1499,153458.363993859
1500,156643.795004726
1501,173275.433841109
1502,153030.101354176
1503,232033.844005631
1504,217728.678689587
1505,207687.750559476
1506,176719.16292271
1507,281163.878056849
1508,185954.616270827
1509,159998.558947135
1510,149502.156136747
1511,150473.269012301
1512,169929.487151728
1513,161875.551352933
1514,159014.458593733
1515,205761.996363426
1516,144601.386456847
1517,143542.403016682
1518,136918.160096169
1519,210647.863005079
1520,139846.242877632
1521,144780.549083457
1522,163529.892656575
1523,115005.258534851
1524,122577.689201817
1525,119479.454181666
1526,139767.80441461
1527,103106.14764921
1528,114743.007951325
1529,140222.249277643
1530,157633.045644746
1531,137156.751583581
1532,103492.342295589
1533,130803.673516413
1534,121950.768797788
1535,146615.434575382
1536,113173.768008151
1537,103184.441116292
1538,125300.932656694
1539,205215.741982051
1540,193583.332333333
1541,123083.135877102
1542,127727.136789794
1543,178624.613105754
1544,85225.5441141069
1545,101617.1547461
1546,121627.05818651
1547,133844.020606938
1548,130607.659440936
1549,99151.753561118
1550,136872.513911124
1551,109620.148486345
1552,155822.572220833
1553,168467.697913975
1554,109331.384087223
1555,187940.028018134
1556,118942.266453576
1557,124315.862911011
1558,96229.5630557798
1559,130565.804066234
1560,123866.717852302
1561,175261.990789376
1562,116207.149648956
1563,117061.718211297
1564,157156.88834842
1565,167963.754247741
1566,201726.890672725
1567,94422.7370840725
1568,201770.654396544
1569,162223.197295212
1570,139042.570023882
1571,138637.596544444
1572,128659.800549563
1573,271956.414487068
1574,150759.992702174
1575,208551.533066662
1576,218737.511674689
1577,205232.773375176
1578,145773.035830952
1579,151338.488747777
1580,191848.562910924
1581,148309.344850556
1582,120886.643319014
1583,308789.571552157
1584,252390.226443046
1585,141569.292000953
1586,95954.9912727922
1587,126654.773067774
1588,149943.836394345
1589,110397.635322942
1590,135793.265817074
1591,119723.664908249
1592,121916.65102258
1593,106593.656107226
1594,218052.142666667
1595,161788.857889857
1596,186247.43322987
1597,202408.551488312
1598,187907.23057878
1599,150310.669967255
1600,171886.203661718
1601,72870.0695688728
1602,94338.7878850243
1603,110574.079660666
1604,261104.556323595
1605,241354.090373499
1606,165366.143798219
1607,252338.400240326
1608,210367.630331109
1609,204713.469733184
1610,178133.172916119
1611,162082.075138402
1612,214160.562211979
1613,222850.320144287
1614,119328.284148468
1615,94614.383484617
1616,94230.3085612071
1617,95222.2810448778
1618,119697.830963855
1619,138724.234799623
1620,252502.517758225
1621,139790.326685178
1622,149853.326230447
1623,245524.62221392
1624,207193.752480004
1625,124742.082311559
1626,159567.943198326
1627,180956.170069924
1628,255549.516950333
1629,177885.811826104
1630,325868.063358851
1631,209385.018552571
1632,276433.798731411
1633,176273.767982259
1634,180036.742605149
1635,183612.171016443
1636,177649.662843487
1637,185949.42958133
1638,197287.722955996
1639,185379.27255556
1640,260532.549975746
1641,188148.021238633
1642,211803.173619576
1643,200027.806938148
1644,203178.673706047
1645,175382.83147041
1646,156554.155586358
1647,156524.847320261
1648,135397.799709866
1649,142134.462891289
1650,120609.072596393
1651,119768.655627608
1652,97512.0905266659
1653,99970.0313203167
1654,151906.471221296
1655,132164.169725535
1656,142545.334564041
1657,152034.227992725
1658,143157.686144994
1659,116080.457555243
1660,144175.640794587
1661,437896.239452381
1662,320896.121967211
1663,342414.063751123
1664,414402.976629197
1665,303076.761177377
1666,293919.192899567
1667,332883.802772078
1668,303784.013728259
1669,252844.056982611
1670,317389.140382487
1671,307325.421416133
1672,421709.161128528
1673,319330.008980736
1674,237803.903228837
1675,201778.449535589
1676,195576.580280861
1677,214174.577519219
1678,400306.582375518
1679,358387.407621905
1680,313652.604343876
1681,241665.85619626
1682,294324.282732514
1683,187358.979502989
1684,178154.230013504
1685,177327.728424243
1686,168812.010850457
1687,176784.064580481
1688,184146.486778467
1689,183129.866448753
1690,179652.610458939
1691,176465.784553362
1692,220134.628552654
1693,175619.564782343
1694,180729.076030131
1695,178388.0221644
1696,271178.970549132
1697,178389.572805426
1698,334118.365478327
1699,297899.089587731
1700,237878.001868079
1701,262235.330914194
1702,280403.154603734
1703,272645.400582542
1704,276189.326700202
1705,223961.05164873
1706,384070.239948312
1707,228690.368754577
1708,243193.351422731
1709,246535.023628761
1710,222759.941518406
1711,233485.809797856
1712,286561.956812625
1713,268878.789378695
1714,212737.47972257
1715,191584.267287081
1716,168472.921615231
1717,146026.006917328
1718,150886.985977383
1719,223410.168164564
1720,217137.344827362
1721,152027.946133195
1722,152027.946133195
1723,191659.362734237
1724,240165.592433995
1725,237498.759846624
1726,199776.610637539
1727,181147.630421985
1728,182159.845010786
1729,174836.47165296
1730,174492.922410823
1731,127869.634115382
1732,114631.51894313
1733,119803.916515208
1734,140300.05017358
1735,124795.410959142
1736,123479.238648331
1737,256404.78815639
1738,197632.232127315
1739,286342.491061766
1740,302713.919285296
1741,199360.774437262
1742,168777.032705262
1743,176856.240401384
1744,222614.244866797
1745,229341.287091079
1746,196456.40842572
1747,191249.02654161
1748,220885.177111111
1749,161054.797330973
1750,140748.143212493
1751,207106.625845278
1752,119522.057372237
1753,166081.836125725
1754,181404.06097619
1755,164594.163265463
1756,120894.34159737
1757,110211.917995744
1758,149401.003082896
1759,179191.476092357
1760,152675.672790043
1761,154245.853031176
1762,190564.127967766
1763,161535.451787776
1764,122844.693063586
1765,175105.200113212
1766,166489.129763627
1767,207630.594400416
1768,136439.858823366
1769,150743.821273256
1770,136350.653644702
1771,140572.386245699
1772,148389.590103796
1773,139946.263482341
1774,173721.686037789
1775,133391.2928241
1776,141733.325789298
1777,102282.480901163
1778,112435.457413487
1779,137321.548102981
1780,176228.766852918
1781,135292.360056766
1782,111833.214329583
1783,136136.26546659
1784,86020.9684113737
1785,120297.845979477
1786,146062.534141147
1787,149751.172971429
1788,83643.3615047233
1789,98587.4729609169
1790,82653.9905397795
1791,208786.653666667
1792,157617.976039675
1793,143230.90156253
1794,124426.166497463
1795,138792.628800295
1796,128279.10582704
1797,113162.880591795
1798,131116.133376363
1799,98430.9659259761
1800,142946.183707411
1801,133826.267880876
1802,129054.389968242
1803,158618.057515555
1804,134934.272874789
1805,133722.594017904
1806,118644.351192532
1807,147662.0577
1808,128998.645298417
1809,139339.147795199
1810,141689.373221055
1811,142636.170104236
1812,126658.515249779
1813,122318.033641177
1814,98405.2896958993
1815,73874.962304043
1816,97386.4897637135
1817,132216.459254906
1818,148096.763242173
1819,104683.13580379
1820,86401.5442211637
1821,105766.32256331
1822,139038.464366667
1823,92834.2457960023
1824,139289.397262193
1825,140443.299296165
1826,115065.576955588
1827,107987.583776125
1828,135747.336999251
1829,109344.439277427
1830,145466.832834719
1831,147043.836002975
1832,145425.2417
1833,158261.076720558
1834,125088.778205513
1835,133041.797504762
1836,124793.510666092
1837,90819.8170010053
1838,136774.573555434
1839,80877.5038086292
1840,183666.570933725
1841,147395.739777963
1842,124955.965981326
1843,146509.15546865
1844,134881.616713692
1845,165820.261339436
1846,153397.46143788
1847,226047.215511073
1848,99249.8821741252
1849,165609.569963194
1850,127606.725970442
1851,161091.929450854
1852,123338.5222067
1853,151045.345843588
1854,160314.607239342
1855,185243.666601582
1856,206986.258283708
1857,193007.92994347
1858,169249.587827626
1859,129089.094472872
1860,148049.784758878
1861,130325.75680474
1862,310959.605534827
1863,267887.249897448
1864,267820.249897448
1865,315979.100788012
1866,299983.893978144
1867,236632.920587366
1868,296469.754859166
1869,201353.866468261
1870,203835.104333937
1871,235892.671968599
1872,181251.682196001
1873,204278.058797567
1874,137322.075293733
1875,219370.925331427
1876,202729.243581691
1877,203962.310693135
1878,222209.293819664
1879,139661.920876185
1880,135794.45879219
1881,241008.26467277
1882,244372.767713012
1883,206814.323150321
1884,223089.677424084
1885,243628.976377942
1886,292709.342323365
1887,210193.548928845
1888,248499.474318004
1889,183111.59818914
1890,144444.585608979
1891,150763.131348001
1892,115960.590696864
1893,151608.818859551
1894,143780.319442557
1895,171879.445639835
1896,119835.277709564
1897,121086.583052037
1898,108640.703782284
1899,128009.046231762
1900,102302.680195673
1901,161441.702976544
1902,159760.772021421
1903,195703.303766667
1904,129970.210843326
1905,175290.786026151
1906,151808.019347169
1907,228454.568709159
1908,108702.526263625
1909,118922.841133034
1910,118654.046371129
1911,201038.740784529
1912,239652.170927358
1913,137814.819714286
1914,91321.725682572
1915,270707.729837467
1916,113292.365273826
1917,261599.803120348
1918,134364.90436573
1919,156197.988532682
1920,232029.292828856
1921,381996.082417172
1922,277042.216879993
1923,196180.923434029
1924,206535.802945756
1925,239563.550522488
1926,364817.765471158
1927,149906.380644613
1928,164924.62069769
1929,120964.610703935
1930,151500.794722851
1931,138098.118266861
1932,141221.006522785
1933,165174.469357409
1934,178913.808848374
1935,178226.472850253
1936,183962.442537286
1937,190726.502725355
1938,225224.253951483
1939,259579.297161479
1940,185323.584484887
1941,188415.840072436
1942,211031.415219226
1943,186972.026671528
1944,314138.736224603
1945,342631.327680934
1946,177038.304064875
1947,294496.599279052
1948,190474.467689766
1949,261977.93083361
1950,170443.29967096
1951,233821.555152458
1952,211276.594444417
1953,163413.274705159
1954,182514.653106039
1955,137437.262190819
1956,240786.816547186
1957,184346.488454294
1958,283965.490103158
1959,154250.245519048
1960,123518.835250009
1961,119734.951729542
1962,97512.0905266659
1963,98373.0391530395
1964,115261.335538877
1965,143294.110185226
1966,133294.51622942
1967,249741.51149398
1968,407661.367468532
1969,373367.530166834
1970,378616.357842174
1971,350793.157467399
1972,280777.956312412
1973,269992.327020646
1974,290538.034186336
1975,366189.025142531
1976,249188.346929874
1977,351544.866003208
1978,361248.650347802
1979,310542.498787189
1980,223228.57834116
1981,286699.371846901
1982,216127.987987799
1983,216127.987987799
1984,168328.053255742
1985,209099.067174787
1986,229323.238166918
1987,177824.158243879
1988,181843.938626098
1989,200567.016510526
1990,232801.149610589
1991,214388.071297549
1992,216700.127530341
1993,179353.608041823
1994,253354.673524581
1995,186085.713959014
1996,269748.152203224
1997,278258.232803431
1998,317074.691593254
1999,263921.835251515
2000,288970.16799238
2001,266741.322649295
2002,250825.809367333
2003,233174.165698026
2004,236396.9324476
2005,220023.998789509
2006,220597.133391462
2007,264155.384255181
2008,197718.409064362
2009,205423.088139999
2010,195198.335753955
2011,153913.482555218
2012,187799.812856924
2013,192299.553750653
2014,187607.2743843
2015,198039.564574526
2016,207062.090370774
2017,198926.77875065
2018,125932.780386695
2019,113208.671270381
2020,121125.46127716
2021,115685.662700543
2022,177156.04188551
2023,140504.247085562
2024,291029.514402015
2025,311683.18785232
2026,174290.154706072
2027,154710.943113455
2028,162365.926952528
2029,174375.718401023
2030,258750.805057231
2031,185293.795195857
2032,191343.822200069
2033,222005.548941831
2034,167761.101534696
2035,215123.19884235
2036,159759.035630089
2037,159913.168963422
2038,233613.849729386
2039,196973.198462526
2040,288507.108282051
2041,205068.286631685
2042,211283.655976373
2043,158197.098790511
2044,164554.167191895
2045,178546.566719236
2046,132359.435134827
2047,157570.025960588
2048,121262.228045984
2049,141708.889042557
2050,176918.131316139
2051,125784.545909589
2052,141731.353332573
2053,144331.814183262
2054,85357.297648443
2055,159745.980919848
2056,139241.341780624
2057,119157.793823503
2058,207102.654722511
2059,142106.024407395
2060,160670.820178272
2061,169612.483362929
2062,137776.687342589
2063,109806.085217024
2064,135689.387290365
2065,128729.817988417
2066,205380.978618051
2067,147557.308974317
2068,200528.279044372
2069,94066.840261538
2070,108708.183289161
2071,84870.3412273032
2072,137887.984238045
2073,135565.086318597
2074,150737.350595258
2075,144075.794194219
2076,115641.813233253
2077,148666.564151622
2078,132912.109077926
2079,133371.984371917
2080,115748.68157608
2081,123930.692319841
2082,142302.262524242
2083,133296.155924739
2084,113155.065753013
2085,135768.798336835
2086,195005.924168357
2087,117532.646177143
2088,109855.5225353
2089,81585.2838806529
2090,133594.988151154
2091,149597.754461905
2092,133436.726921765
2093,149148.061956453
2094,105071.207130763
2095,142133.844728716
2096,96115.9303530047
2097,94277.1727419892
2098,132329.780225427
2099,63194.5287372489
2100,161519.147340864
2101,141499.959393651
2102,138630.337059667
2103,89975.2314549608
2104,172454.725777778
2105,127794.666462801
2106,100428.672858755
2107,212678.74017619
2108,126307.685650164
2109,127694.893229846
2110,114924.760907602
2111,142365.136734853
2112,147325.248878771
2113,114220.106622139
2114,104420.080833728
2115,138356.677590906
2116,108812.398009021
2117,136771.133631746
2118,120794.61682373
2119,106395.022693806
2120,98621.6778445941
2121,105379.666501497
2122,99885.9883762531
2123,97580.9693988811
2124,150860.250774038
2125,137440.625479454
2126,142053.838870902
2127,146360.453211111
2128,134100.877829091
2129,77206.5513109226
2130,151594.116102647
2131,134953.186996172
2132,114852.135084818
2133,107744.872608611
2134,126307.300835131
2135,87436.6326193781
2136,135484.699285903
2137,128029.852234839
2138,145612.902858934
2139,154897.51072153
2140,133542.653902698
2141,136385.140947307
2142,146968.444321664
2143,147261.337393314
2144,138341.32193616
2145,123668.694717848
2146,169307.362755848
2147,169734.133550969
2148,118017.990000226
2149,125640.559552937
2150,195294.572009326
2151,98543.4883966546
2152,171935.980663402
2153,158045.065703508
2154,124882.996699287
2155,129982.247957466
2156,315449.340365535
2157,226506.931829795
2158,253843.801024892
2159,224631.07939278
2160,179506.407247398
2161,252968.422584298
2162,350657.318876965
2163,310452.355269673
2164,213559.705925956
2165,188855.450710489
2166,137322.075293733
2167,194660.081898303
2168,213106.656504726
2169,198829.003262142
2170,220667.571551826
2171,150826.15185001
2172,139577.321664294
2173,214224.864372566
2174,251179.142621603
2175,224885.664286205
2176,281366.435646437
2177,278964.388471306
2178,211929.964807688
2179,145343.810826945
2180,282239.085544723
2181,198122.439491054
2182,241337.811863909
2183,204337.936300197
2184,147374.525228032
2185,154420.709947818
2186,132147.461556698
2187,151904.720895104
2188,153530.864023013
2189,274280.713834343
2190,102869.703207876
2191,107065.378329415
2192,115086.539436226
2193,102496.049557677
2194,119682.570992326
2195,116914.321375618
2196,135365.083621037
2197,113689.957652467
2198,146590.268936443
2199,153101.850470418
2200,114547.635861705
2201,129774.779088613
2202,145518.198691091
2203,158943.017657326
2204,150339.898124366
2205,117492.20632822
2206,121415.760185881
2207,165573.986855328
2208,195634.687033537
2209,249781.539002154
2210,107946.27634299
2211,109797.007877141
2212,109537.500670424
2213,118580.010085677
2214,134443.459750607
2215,112841.341595261
2216,169029.387388468
2217,120720.718103949
2218,102057.674578929
2219,87656.3332109807
2220,89841.4086691459
2221,270707.729837467
2222,261104.556323595
2223,340571.359451478
2224,222672.781591452
2225,175196.249775613
2226,228505.273285997
2227,207893.675003764
2228,256763.319239512
2229,216431.113391331
2230,178823.886129705
2231,203532.484452589
2232,222112.1570618
2233,183419.343231814
2234,220770.288654168
2235,228591.297100372
2236,292953.104713973
2237,328747.12742442
2238,210909.156560129
2239,161959.216564966
2240,166011.766199817
2241,160700.332794026
2242,129204.628279
2243,133985.973087879
2244,91440.430617131
2245,89396.0040043158
2246,152510.669733485
2247,109291.641599194
2248,131259.004238041
2249,130134.456889208
2250,141084.954675704
2251,176832.664481855
2252,179093.809866401
2253,175208.2918195
2254,187604.801331239
2255,185184.407908127
2256,188334.628720243
2257,228979.832706135
2258,177750.926843266
2259,182232.511479234
2260,151369.609529556
2261,179549.529423283
2262,190883.906465707
2263,345656.721316667
2264,378928.605486089
2265,186251.162778388
2266,244336.858204862
2267,378547.183705272
2268,357342.175866528
2269,170425.769141233
2270,168456.622996717
2271,182931.96075554
2272,193999.669176723
2273,166418.21298405
2274,161098.417689424
2275,154469.541720623
2276,158815.060598611
2277,165477.705449206
2278,164061.767728082
2279,126225.325803701
2280,138186.524104248
2281,183367.01476076
2282,198937.44783931
2283,92296.0500493497
2284,111022.420274154
2285,133552.214096086
2286,125875.087662111
2287,309083.935958832
2288,275945.416158451
2289,386415.730829616
2290,354610.47434708
2291,336323.747973809
2292,381731.765622087
2293,387638.243612032
2294,354747.621750902
2295,398364.159443014
2296,267066.227179125
2297,254816.212920177
2298,310700.366253244
2299,369563.118215321
2300,285206.257685139
2301,230903.46709556
2302,234620.078385991
2303,255767.232439834
2304,223828.562273575
2305,189670.33035118
2306,189670.33035118
2307,204295.398746711
2308,230468.619317574
2309,243879.908157821
2310,220125.786155712
2311,187650.193336323
2312,207380.658544032
2313,181862.441293224
2314,195231.836644664
2315,180652.119772776
2316,218557.606216399
2317,200614.920182777
2318,183347.027905352
2319,188250.584265964
2320,193386.74794038
2321,219951.231672066
2322,180184.531204918
2323,196906.331638356
2324,180917.539237211
2325,236476.814787242
2326,186261.49622878
2327,217690.805235617
2328,221825.815216569
2329,187795.658537944
2330,183087.486364808
2331,318170.185026094
2332,329658.347734676
2333,293172.886748291
2334,265541.257646878
2335,252631.349900866
2336,275524.784607157
2337,201781.29744205
2338,236189.196696658
2339,244173.806910904
2340,353424.843161671
2341,247413.652304691
2342,217765.871738402
2343,212940.510759258
2344,247371.126389385
2345,218658.134272604
2346,206727.094013405
2347,192225.259195618
2348,226381.564104228
2349,218699.425063148
2350,237648.751338223
2351,259596.677662065
2352,293830.268650604
2353,293352.299169669
2354,146317.541446389
2355,148426.050626926
2356,151951.145789324
2357,228385.318815576
2358,220158.376213263
2359,122931.562692755
2360,130569.21978292
2361,132547.224698256
2362,283612.892476835
2363,137281.142398557
2364,142833.891135198
2365,197631.714287838
2366,169169.429035446
2367,224348.611046572
2368,189367.210850596
2369,227794.180350855
2370,173697.484695145
2371,172660.069793166
2372,186084.672915783
2373,227838.473998673
2374,257064.472038129
2375,233161.726907933
2376,244006.033688887
2377,271266.436469869
2378,155418.98124165
2379,172169.765041725
2380,145764.407715587
2381,153751.254466617
2382,172755.819184974
2383,226063.578538157
2384,250917.553552233
2385,151152.887456458
